case,fpr,tpr_mean,tpr_std,auc_mean,auc_std,n_seeds
mixed_in,0.224,0.6464934339200894,0.017581292414340095,0.7853321650225626,0.006984545991167514,15
mixed_in,0.226,0.649511036602403,0.016805946616411688,0.7853321650225626,0.006984545991167514,15
mixed_in,0.228,0.6509639564124058,0.01606766515273126,0.7853321650225626,0.006984545991167514,15
mixed_in,0.23,0.652975691533948,0.01636002808284549,0.7853321650225626,0.006984545991167514,15
mixed_in,0.232,0.6540374406258731,0.016907649637343217,0.7853321650225626,0.006984545991167514,15
mixed_in,0.234,0.6553227158424141,0.016890279455965773,0.7853321650225626,0.006984545991167514,15
mixed_in,0.23600000000000002,0.6553227158424141,0.016890279455965773,0.7853321650225626,0.006984545991167514,15
mixed_in,0.23800000000000002,0.6576138586197262,0.017518302975101856,0.7853321650225626,0.006984545991167514,15
mixed_in,0.24,0.6591226599608828,0.018158488370203205,0.7853321650225626,0.006984545991167514,15
mixed_in,0.242,0.6599608829281922,0.017592478759247385,0.7853321650225626,0.006984545991167514,15
mixed_in,0.244,0.6615255658005028,0.018329312588226794,0.7853321650225626,0.006984545991167514,15
mixed_in,0.246,0.663816708577815,0.017086777637435553,0.7853321650225626,0.006984545991167514,15
mixed_in,0.248,0.663816708577815,0.017086777637435553,0.7853321650225626,0.006984545991167514,15
mixed_in,0.25,0.6654931545124337,0.016960205812663224,0.7853321650225626,0.006984545991167514,15
mixed_in,0.252,0.6675607711651299,0.016713529792170227,0.7853321650225626,0.006984545991167514,15
mixed_in,0.254,0.6687901648505169,0.016134770012707907,0.7853321650225626,0.006984545991167514,15
mixed_in,0.256,0.6708018999720592,0.016518073962287848,0.7853321650225626,0.006984545991167514,15
mixed_in,0.258,0.6725901089689857,0.016927953812391396,0.7853321650225626,0.006984545991167514,15
mixed_in,0.26,0.6725901089689857,0.016927953812391396,0.7853321650225626,0.006984545991167514,15
mixed_in,0.262,0.6748812517462979,0.016708110571616513,0.7853321650225626,0.006984545991167514,15
mixed_in,0.264,0.6762782900251467,0.017639100686833577,0.7853321650225626,0.006984545991167514,15
mixed_in,0.266,0.6777312098351496,0.017531667090042495,0.7853321650225626,0.006984545991167514,15
mixed_in,0.268,0.6789606035205363,0.01758004904774714,0.7853321650225626,0.006984545991167514,15
mixed_in,0.27,0.6803017602682314,0.016620786986328066,0.7853321650225626,0.006984545991167514,15
mixed_in,0.272,0.6803017602682314,0.016620786986328066,0.7853321650225626,0.006984545991167514,15
mixed_in,0.274,0.68169879854708,0.016760174547892307,0.7853321650225626,0.006984545991167514,15
mixed_in,0.276,0.6827605476390055,0.01660687790366763,0.7853321650225626,0.006984545991167514,15
mixed_in,0.278,0.684492875104778,0.016702315667321953,0.7853321650225626,0.006984545991167514,15
mixed_in,0.28,0.6854987426655491,0.016790145173124032,0.7853321650225626,0.006984545991167514,15
mixed_in,0.28200000000000003,0.6865604917574741,0.016793678550707607,0.7853321650225626,0.006984545991167514,15
mixed_in,0.28400000000000003,0.6865604917574741,0.016793678550707607,0.7853321650225626,0.006984545991167514,15
mixed_in,0.28600000000000003,0.6883487007544006,0.016809662444399156,0.7853321650225626,0.006984545991167514,15
mixed_in,0.28800000000000003,0.6900251466890193,0.017604544932654467,0.7853321650225626,0.006984545991167514,15
mixed_in,0.29,0.6909192511874827,0.017509209550519524,0.7853321650225626,0.006984545991167514,15
mixed_in,0.292,0.6917574741547917,0.01782997435041689,0.7853321650225626,0.006984545991167514,15
mixed_in,0.294,0.694048616932104,0.016533757684828166,0.7853321650225626,0.006984545991167514,15
mixed_in,0.296,0.6955574182732606,0.016576764314534045,0.7853321650225626,0.006984545991167514,15
mixed_in,0.298,0.6955574182732606,0.016576764314534045,0.7853321650225626,0.006984545991167514,15
mixed_in,0.3,0.6961721151159542,0.016764086798505613,0.7853321650225626,0.006984545991167514,15
mixed_in,0.302,0.697625034925957,0.015390670517747498,0.7853321650225626,0.006984545991167514,15
mixed_in,0.304,0.6999161777032692,0.01641719117833372,0.7853321650225626,0.006984545991167514,15
mixed_in,0.306,0.7018720312936575,0.016637312380824484,0.7853321650225626,0.006984545991167514,15
mixed_in,0.308,0.7034367141659682,0.017274173534553922,0.7853321650225626,0.006984545991167514,15
mixed_in,0.31,0.7034367141659682,0.017274173534553922,0.7853321650225626,0.006984545991167514,15
mixed_in,0.312,0.7051131601005868,0.017203526667316702,0.7853321650225626,0.006984545991167514,15
mixed_in,0.314,0.7069572506286672,0.017289351999133257,0.7853321650225626,0.006984545991167514,15
mixed_in,0.316,0.7082984073763622,0.01744363276010207,0.7853321650225626,0.006984545991167514,15
mixed_in,0.318,0.7095278010617492,0.017616957360998095,0.7853321650225626,0.006984545991167514,15
mixed_in,0.32,0.7113718915898296,0.017109242105660272,0.7853321650225626,0.006984545991167514,15
mixed_in,0.322,0.7113718915898296,0.017109242105660272,0.7853321650225626,0.006984545991167514,15
mixed_in,0.324,0.7129924559932943,0.01757418627750951,0.7853321650225626,0.006984545991167514,15
mixed_in,0.326,0.7147247834590668,0.017437365961710465,0.7853321650225626,0.006984545991167514,15
mixed_in,0.328,0.7171276892986869,0.01628790866705464,0.7853321650225626,0.006984545991167514,15
mixed_in,0.33,0.7184129645152276,0.015742730886840712,0.7853321650225626,0.006984545991167514,15
mixed_in,0.332,0.7197541212629227,0.015557763514521887,0.7853321650225626,0.006984545991167514,15
mixed_in,0.334,0.7197541212629227,0.015557763514521887,0.7853321650225626,0.006984545991167514,15
mixed_in,0.336,0.7214305671975414,0.01594436305149312,0.7853321650225626,0.006984545991167514,15
mixed_in,0.338,0.7233305392567756,0.015320510584645196,0.7853321650225626,0.006984545991167514,15
mixed_in,0.34,0.7244481698798547,0.015427149035856931,0.7853321650225626,0.006984545991167514,15
